"accelRating","age","agilityRating","awareRating","bCVRating","bigHitTrait","birthDay","birthMonth","birthYear","blockShedRating","breakSackRating","breakTackleRating","cITRating","capHit","capReleaseNetSavings","capReleasePenalty","carryRating","catchRating","clutchTrait","college","confRating","contractBonus","contractLength","contractSalary","contractYearsLeft","coverBallTrait","dLBullRushTrait","dLSpinTrait","dLSwimTrait","desiredBonus","desiredLength","desiredSalary","devTrait","draftPick","draftRound","dropOpenPassTrait","durabilityGrade","elusiveRating","experiencePoints","feetInBoundsTrait","fightForYardsTrait","finesseMovesRating","firstName","forcePassTrait","hPCatchTrait","height","highMotorTrait","hitPowerRating","homeState","homeTown","impactBlockRating","injuryLength","injuryRating","injuryType","intangibleGrade","isActive","isFreeAgent","isOnIR","isOnPracticeSquad","jerseyNum","jukeMoveRating","jumpRating","kickAccRating","kickPowerRating","kickRetRating","lBStyleTrait","lastName","leadBlockRating","legacyScore","manCoverRating","passBlockFinesseRating","passBlockPowerRating","passBlockRating","penaltyTrait","physicalGrade","playActionRating","playBallTrait","playRecRating","playerBestOvr","playerSchemeOvr","portraitId","posCatchTrait","position","powerMovesRating","predictTrait","presentationId","pressRating","productionGrade","pursuitRating","qBStyleTrait","reSignStatus","releaseRating","rookieYear","rosterId","routeRunDeepRating","routeRunMedRating","routeRunShortRating","runBlockFinesseRating","runBlockPowerRating","runBlockRating","runStyle","scheme","sensePressureTrait","sizeGrade","skillPoints","specCatchRating","speedRating","spinMoveRating","staminaRating","stiffArmRating","strengthRating","stripBallTrait","tackleRating","teamId","teamSchemeOvr","throwAccDeepRating","throwAccMidRating","throwAccRating","throwAccShortRating","throwAwayTrait","throwOnRunRating","throwPowerRating","throwUnderPressureRating","tightSpiralTrait","toughRating","truckRating","weight","yACCatchTrait","yearsPro","zoneCoverRating","team"
79,31,57,79,10,0,18,12,1987,22,12,9,10,2520000,1210000,2620000,40,17,0,"Appalach. St.",50,3930000,3,3880000,2,4,0,0,0,0,0,0,0,33,6,0,0,18,19304,0,0,10,"Daniel",2,0,75,1,35,41,"Kingsport",75,0,87,97,69,true,false,false,false,67,10,75,17,19,10,1,"Kilgore",77,90,6,74,73,70,1,82,6,1,23,69,69,4411,0,"C",10,0,10679,10,85,29,0,11,12,2011,544605629,5,5,10,74,73,74,5,4,1,92,0,12,59,10,75,10,88,0,22,778043405,69,6,6,25,6,0,6,33,14,0,96,10,291,0,8,10,"Dolphins"
71,25,50,58,19,0,6,3,1994,16,12,7,35,1770000,1770000,0,40,40,0,"Arkansas",57,0,1,1770000,1,4,0,0,0,0,0,0,0,0,64,0,0,15,1403,0,0,10,"Denver",2,0,77,0,20,8,"Miami",78,0,91,97,66,true,false,false,false,79,25,58,30,21,10,1,"Kirkland",79,73,13,72,71,73,1,80,6,1,26,67,67,8098,0,"C",10,0,17796,10,85,18,0,11,15,2016,544605642,17,25,35,77,79,78,15,4,1,99,0,30,57,25,75,30,85,0,26,778043405,66,6,6,24,6,0,6,21,10,0,81,35,335,0,3,16,"Dolphins"
89,28,88,99,55,1,22,2,1991,92,12,31,54,6420000,6420000,0,60,62,1,"Buffalo",59,0,7,86840000,6,4,1,1,1,0,0,0,3,6,2,0,0,46,750,0,0,94,"Khalil",2,0,75,1,89,8,"Fort Pierce",90,0,97,97,99,true,false,false,false,97,55,94,22,24,10,1,"Mack",28,3558,57,45,45,45,0,88,6,1,99,99,99,6504,0,"LE",96,0,12344,48,74,96,0,11,25,2014,544605790,5,5,15,45,45,45,3,11,1,98,1,52,87,60,95,49,89,1,96,778043405,99,6,6,25,6,0,6,32,12,0,92,55,252,0,5,65,"Dolphins"
89,26,91,85,81,0,18,8,1993,55,15,65,69,4670000,3930000,2960000,65,75,0,"Memphis",50,3700000,5,21500000,4,3,0,0,0,0,0,0,0,10,6,0,0,75,4100,0,0,38,"Bobby",2,0,71,0,47,0,"Oxford",51,0,84,97,80,true,false,false,false,28,84,86,11,15,73,1,"McCain",11,5,80,35,35,35,1,88,6,1,80,80,80,7233,0,"CB",31,0,2629,78,46,73,0,11,25,2015,544605869,10,10,20,35,35,35,3,12,1,99,0,75,89,82,92,35,70,0,62,778043405,80,6,6,25,6,0,6,27,11,0,85,31,192,0,4,83,"Dolphins"
92,28,81,74,62,1,26,1,1991,57,10,30,40,3650000,2700000,2850000,65,66,0,"USC",50,4750000,5,15240000,3,3,0,0,0,0,0,0,0,10,4,0,0,45,20731,0,0,51,"T.J.",2,0,74,0,91,4,"Fresno",66,0,84,97,72,true,false,false,false,22,66,94,17,15,50,1,"McDonald",21,50,66,35,35,35,2,85,15,2,74,75,75,6265,0,"FS",46,0,11904,70,32,82,0,11,15,2013,544605897,10,13,15,35,35,35,5,8,1,99,0,60,86,68,90,65,67,0,66,778043405,72,10,10,22,15,0,15,25,17,0,82,54,223,0,6,70,"Dolphins"
88,22,81,79,51,0,17,11,1996,80,12,27,36,1100000,710000,780000,56,60,0,"Ohio State",59,1560000,4,3140000,2,3,0,0,0,0,0,0,1,23,3,0,0,42,2612,0,0,52,"Raekwon",2,0,74,1,82,9,"Hinesville",86,0,90,97,80,true,false,false,false,52,48,80,20,20,10,0,"McMillan",26,239,70,45,45,45,1,84,6,1,76,80,80,8661,0,"MLB",64,0,12578,43,77,84,0,11,25,2017,544605930,6,8,18,45,45,45,3,13,1,99,0,39,86,33,90,48,84,0,87,778043405,80,6,6,25,6,0,6,25,14,0,87,56,243,0,2,76,"Dolphins"
91,24,89,72,58,0,10,4,1995,49,12,62,53,560000,560000,0,52,53,0,"UNLV",50,0,3,1660000,1,2,0,0,0,0,0,0,0,0,64,0,0,72,4580,0,0,47,"Torry",2,0,71,0,53,4,"Los Angeles",48,0,88,97,70,true,false,false,false,24,68,81,11,15,61,1,"McTyer",18,1,74,25,25,10,1,88,6,1,72,75,75,9238,0,"CB",41,0,12944,72,50,54,0,0,18,2017,544605937,12,19,29,25,25,12,8,8,1,99,0,60,93,64,89,44,52,0,53,778043405,70,6,6,24,6,0,6,25,12,0,87,33,184,0,2,80,"Dolphins"
91,30,90,99,40,0,26,3,1989,94,12,20,20,8490000,8490000,0,65,50,1,"Texas A&M",57,0,4,37180000,3,3,1,1,1,0,0,0,3,3,2,0,0,35,18951,0,0,90,"Von",2,0,75,1,90,42,"Dallas",89,0,93,97,97,true,false,false,false,50,54,80,15,21,10,0,"Miller",29,9309,53,45,45,45,0,88,6,1,99,99,99,4432,0,"LOLB",94,0,10737,62,75,98,0,11,35,2011,544605963,5,5,15,45,45,45,3,13,1,99,0,40,87,45,92,35,84,1,95,778043405,97,6,6,18,6,0,6,19,13,0,88,40,250,0,8,63,"Dolphins"
94,26,89,86,87,0,20,1,1993,35,22,68,90,5660000,5590000,14470000,75,92,0,"Louisville",62,14470000,5,32590000,5,4,0,0,0,0,0,0,1,15,2,0,0,69,8640,1,1,10,"DeVante",2,1,75,0,12,16,"Louisville",42,0,87,97,87,true,false,false,false,11,81,90,12,19,45,1,"Parker",22,48,10,19,20,39,1,91,10,1,20,87,87,7266,1,"WR",10,0,2437,10,63,40,0,11,89,2015,544606142,88,88,81,30,36,54,1,0,1,88,0,90,91,77,88,67,69,0,36,778043405,87,20,25,25,30,0,20,28,24,0,84,66,212,1,4,20,"Dolphins"
86,29,84,81,35,1,18,5,1990,68,12,25,20,16610000,15830000,780000,35,49,0,"North Carolina",52,4680000,6,54300000,1,3,1,1,1,5510000,3,14480000,1,15,2,0,0,40,21304,0,0,70,"Robert",2,0,76,0,88,39,"Ladson",85,0,91,97,77,true,false,false,false,94,33,82,22,14,10,0,"Quinn",25,1670,53,45,45,45,0,84,6,0,81,82,82,4452,0,"RE",82,0,10694,45,18,80,0,4,12,2011,544606257,6,10,20,45,45,45,13,8,1,99,0,30,82,35,88,40,87,1,78,778043405,77,6,6,26,6,0,6,33,18,0,78,46,257,0,8,56,"Dolphins"
76,28,61,68,10,0,11,3,1991,30,12,5,10,890000,890000,0,40,25,0,"Nebraska",50,0,1,890000,1,4,0,0,0,0,0,0,0,0,64,0,0,10,15389,0,0,10,"Brent",2,0,79,1,37,33,"Williston",73,0,88,97,64,true,false,false,false,73,10,73,28,18,10,1,"Qvale",71,19,20,73,75,74,0,74,6,1,24,65,65,7583,0,"LT",10,0,2826,10,85,27,0,11,12,2014,544606259,5,5,10,73,70,73,5,4,1,99,0,12,66,10,84,10,76,0,44,778043405,64,6,6,35,6,0,6,35,5,0,87,19,315,0,5,26,"Dolphins"
91,26,90,73,62,0,3,10,1992,46,10,45,43,3880000,2310000,3140000,65,63,0,"Utah",50,4710000,3,7080000,2,2,0,0,0,0,0,0,0,16,3,0,0,55,9701,0,0,56,"Eric",2,0,73,1,67,34,"Cleveland",51,0,84,97,76,true,false,false,false,33,65,90,21,24,55,2,"Rowe",11,1000,74,35,35,35,1,90,6,1,76,76,76,7304,0,"CB",38,0,2585,81,47,68,0,11,12,2015,544606371,10,11,15,35,35,35,1,13,1,97,0,63,91,59,92,45,74,0,68,778043405,76,6,6,25,6,0,6,29,17,0,80,40,205,0,4,75,"Dolphins"
85,27,64,76,20,1,29,11,1991,75,12,10,25,2490000,2240000,250000,42,30,0,"Illinois",50,500000,2,4420000,1,4,0,1,1,0,0,0,0,4,5,0,0,15,8140,0,0,80,"Akeem",2,0,73,0,88,8,"Fort Walton Beach",85,0,95,97,74,true,false,false,false,93,20,79,20,20,10,1,"Spence",35,3,20,45,45,45,0,83,6,0,77,75,75,6089,0,"DT",70,0,1796,25,12,77,0,0,25,2013,544606557,3,7,15,45,45,45,5,8,1,90,0,15,67,25,69,28,91,0,71,778043405,74,6,6,19,6,0,6,36,12,0,84,22,307,0,6,29,"Dolphins"
94,27,92,91,79,0,22,4,1992,34,26,83,86,5840000,4090000,3500000,77,92,0,"Oklahoma",59,7000000,4,17900000,2,4,0,0,0,0,0,0,1,12,6,0,0,87,10569,1,1,10,"Kenny",2,0,73,0,12,4,"Oceanside",48,0,92,97,90,true,false,false,false,10,81,86,20,19,77,1,"Stills",28,255,11,29,27,43,0,91,20,1,24,90,90,6100,1,"WR",10,0,752,10,58,35,0,11,88,2013,544606582,92,94,83,31,37,43,8,5,1,95,0,88,93,77,90,39,51,0,29,778043405,90,15,20,23,25,0,15,30,22,0,78,46,202,1,6,22,"Dolphins"
81,25,61,75,28,0,5,1,1994,82,12,19,18,600000,570000,60000,28,33,0,"Oklahoma St.",50,120000,4,2360000,2,4,1,0,1,0,0,0,0,11,7,0,0,24,2263,0,0,81,"Vincent",2,0,75,1,77,17,"New Orleans",85,0,92,97,75,true,false,false,false,96,24,71,21,25,10,1,"Taylor",35,4,22,45,45,45,1,79,6,1,75,75,75,8745,0,"DT",74,0,12650,18,12,80,0,11,25,2017,544606640,3,7,15,45,45,45,5,8,1,99,0,20,70,17,78,33,84,0,76,778043405,75,6,6,21,6,0,6,19,10,0,86,41,306,0,2,29,"Dolphins"
87,24,82,45,69,0,15,3,1995,27,14,46,72,880000,880000,0,71,78,0,"Weber State",50,0,1,880000,1,4,0,0,0,0,0,0,0,0,64,0,0,51,9377,1,0,15,"Andrew",2,0,77,1,15,4,"San Mateo",52,0,87,97,57,true,false,false,false,80,65,78,13,17,18,1,"Vollert",38,0,14,50,50,49,1,73,6,1,18,61,61,0,0,"TE",10,0,13734,17,12,30,0,11,58,2019,544606778,50,54,59,35,40,50,11,0,1,97,0,83,85,57,85,53,59,0,28,778043405,57,6,10,29,15,0,10,26,10,0,81,59,245,1,1,21,"Dolphins"
89,27,89,91,86,0,12,7,1992,35,25,80,82,6550000,5220000,2660000,78,89,0,"Georgia State",51,3990000,3,16600000,2,4,0,0,0,0,0,0,0,0,64,0,0,84,1920,1,0,10,"Albert",2,0,69,1,15,8,"Port St. Lucie",48,0,91,97,79,true,false,false,false,15,88,88,18,21,77,1,"Wilson",28,0,12,13,13,24,1,88,16,1,24,80,80,6643,0,"WR",10,0,2313,15,23,42,0,11,76,2014,544606945,76,80,83,11,19,59,3,4,1,98,0,80,91,83,88,50,55,0,25,778043405,79,22,28,24,32,0,31,41,20,0,68,48,186,1,5,17,"Dolphins"
88,23,82,60,77,0,16,12,1995,35,27,74,77,0,0,0,70,79,0,"Virginia Tech",50,0,0,0,0,4,0,0,0,0,1,670000,0,1,64,0,0,71,2406,0,1,10,"Cam",2,0,72,1,12,19,"Laurel",47,0,85,97,61,true,false,false,true,87,77,79,12,18,70,1,"Phillips",29,0,15,22,20,39,1,83,6,1,20,62,62,9020,1,"WR",10,0,13231,15,12,35,0,11,69,2019,544607018,62,66,69,33,36,45,3,5,1,95,0,76,83,70,88,45,58,0,27,778043405,61,6,10,35,15,0,10,35,20,0,80,44,199,0,1,25,"Dolphins"
92,25,86,67,52,0,21,12,1993,50,15,45,45,0,0,0,62,60,0,"Shepherd Univ.",50,0,0,0,0,2,0,0,0,0,1,1290000,0,1,64,0,0,53,2954,0,0,27,"Tre",2,0,72,1,84,19,"Accokeek",54,0,83,97,67,true,false,false,true,37,62,79,12,16,42,1,"Sullivan",14,0,65,33,34,25,1,83,15,0,66,67,67,0,0,"FS",31,0,13856,64,28,67,0,11,23,2019,544607122,10,10,20,33,33,14,3,8,1,95,1,60,85,55,88,42,64,0,59,778043405,67,10,10,27,15,0,15,27,12,0,81,53,200,0,1,72,"Dolphins"
87,26,80,57,67,0,26,4,1993,41,15,58,72,730000,730000,0,73,76,0,"California (PA)",50,0,2,1700000,2,4,0,0,0,0,0,0,0,1,64,0,0,55,11750,0,0,10,"Paul",2,1,78,0,12,37,"Reynoldsville",61,0,84,97,64,true,false,false,false,87,67,91,18,17,10,1,"Butler",46,0,15,54,57,57,1,76,10,1,15,64,64,0,1,"TE",10,0,13902,10,12,40,0,11,63,2019,544607145,50,53,58,53,45,55,3,4,1,98,0,74,75,62,83,66,75,0,35,778043405,64,6,10,66,15,0,10,25,12,0,78,68,252,0,1,25,"Dolphins"
92,24,88,96,65,0,1,12,1993,92,65,65,68,30000,30000,0,70,75,1,"Abilene Chr.",61,0,5,250000,4,1,0,1,1,0,0,0,2,1,64,0,0,65,3736,0,0,97,"Jason",1,0,78,1,88,8,"Orlando",65,0,94,97,99,true,false,false,false,99,65,96,65,65,65,2,"Taylor",65,2529,72,65,65,65,1,91,65,1,96,99,99,3947,0,"LOLB",90,1,265,67,93,97,0,11,65,2019,544607178,65,65,21,65,65,65,1,8,2,99,0,70,90,65,97,65,93,1,93,778043405,99,65,65,65,65,0,65,65,65,0,90,65,244,0,1,81,"Dolphins"
88,21,89,64,71,0,24,12,1998,32,27,79,89,1290000,580000,2840000,75,85,0,"Ole Miss",52,2840000,4,3600000,4,4,0,0,0,0,0,0,0,9,3,0,0,73,1204,1,1,25,"AJ",0,1,73,1,32,10,"PLACEHOLDER",56,0,93,97,73,true,false,false,false,88,81,88,24,28,81,0,"Brown",33,0,46,45,33,57,0,88,47,1,40,74,74,3491,1,"WR",48,1,274,26,20,45,1,11,73,2020,544607345,75,72,70,26,36,51,1,1,0,84,0,89,89,78,86,91,74,0,26,778043405,73,21,18,34,17,0,15,13,35,0,80,72,228,1,0,48,"Dolphins"
81,22,79,70,70,0,6,9,1974,42,73,65,34,2870000,890000,7920000,65,47,0,"Missouri",64,7920000,4,5560000,4,4,0,0,0,0,0,0,1,14,2,0,0,69,6873,0,0,45,"Drew",1,0,76,1,32,24,"PLACEHOLDER",29,0,97,97,71,true,false,false,false,3,73,75,48,43,35,1,"Lock",45,0,30,29,40,26,0,0,78,0,30,73,73,4203,0,"QB",36,0,281,43,63,42,0,11,33,2020,544607351,39,47,33,36,31,20,1,5,3,99,0,35,80,67,88,74,67,0,31,778043405,71,81,78,80,83,1,83,91,73,1,86,58,227,0,0,47,"Dolphins"
79,22,70,62,34,0,0,6,2061,37,35,27,34,500000,360000,560000,41,35,0,"Ohio State",56,560000,4,2240000,4,4,0,0,0,0,0,0,1,15,6,0,0,36,5684,0,1,29,"Isaiah",2,0,79,0,47,47,"PLACEHOLDER",79,0,84,97,69,true,false,false,false,69,41,62,46,25,48,1,"Prince",76,33,25,70,72,71,0,83,48,1,26,69,69,3789,0,"RT",29,1,369,33,69,46,1,11,28,2020,544607437,47,24,47,79,76,77,1,4,3,99,0,34,69,31,93,25,87,0,40,778043405,69,19,24,26,11,1,23,16,39,1,81,31,310,0,0,42,"Dolphins"
71,23,64,65,36,0,4,1,1962,45,29,24,32,0,0,0,39,35,0,"Notre Dame",50,0,0,0,0,2,0,0,0,0,1,1310000,0,30,8,0,0,35,0,0,0,48,"Sam",2,0,75,0,32,43,"PLACEHOLDER",72,0,87,97,63,true,false,false,true,53,41,70,43,41,45,1,"Mustipher",64,0,43,77,73,76,2,79,34,0,47,66,66,3872,0,"C",27,1,378,42,85,41,1,11,47,2019,544607446,44,28,42,68,70,71,1,2,1,92,0,34,62,43,92,27,84,0,48,778043405,63,16,28,34,17,0,34,17,48,1,84,35,306,0,0,32,"Dolphins"
82,23,74,56,73,0,3,4,1991,39,30,74,69,0,0,0,74,71,0,"Tulane",50,0,0,0,0,2,0,0,0,0,1,1520000,0,3,64,0,0,61,0,0,1,26,"Charles",2,0,76,1,39,37,"PLACEHOLDER",67,0,85,97,68,true,false,false,true,84,59,77,27,24,24,2,"Jones II",57,0,42,58,60,60,0,74,35,1,24,68,68,3807,0,"TE",25,1,399,31,12,29,1,11,59,2019,544607466,53,57,63,64,61,67,1,1,0,95,0,73,77,59,87,80,78,0,30,778043405,68,35,27,33,17,1,17,34,32,0,81,75,255,1,0,44,"Dolphins"
75,22,67,67,35,0,28,11,2016,41,33,37,26,370000,370000,0,39,48,0,"Wisconsin",57,0,4,2320000,4,3,0,0,0,0,0,0,1,15,5,0,0,27,6589,0,0,44,"David",1,0,79,0,36,55,"PLACEHOLDER",78,0,93,97,70,true,false,false,false,70,34,62,34,35,46,0,"Edwards",75,31,30,70,72,73,1,84,30,0,45,70,70,4313,0,"RT",24,1,407,35,75,34,1,11,25,2020,544607474,30,27,32,76,77,77,1,4,3,99,0,24,64,32,91,47,89,0,29,778043405,70,15,27,20,18,0,22,31,48,1,83,30,315,0,0,35,"Dolphins"
77,22,72,48,30,0,29,16,1973,39,47,25,41,0,0,0,46,30,0,"UCLA",50,0,0,0,0,3,0,0,0,0,1,690000,0,160,64,0,0,41,0,0,1,33,"Andre",2,0,77,0,31,16,"PLACEHOLDER",74,0,92,97,62,true,false,false,true,77,35,69,25,44,37,0,"James",72,0,27,67,68,69,1,82,39,1,36,62,62,4203,0,"RT",24,1,441,40,85,44,1,11,29,2019,544607507,37,48,35,71,71,70,1,4,1,99,0,45,67,29,86,27,87,0,30,778043405,62,35,14,36,34,1,10,36,40,1,84,42,305,0,0,39,"Dolphins"
94,20,92,66,54,1,13,11,2052,54,43,26,42,390000,390000,0,70,68,0,"Boston College",55,0,4,2440000,4,2,0,0,0,0,0,0,1,25,6,0,0,66,3917,0,0,51,"Hamp",2,0,70,0,67,30,"PLACEHOLDER",46,0,92,97,74,true,false,false,false,30,64,85,45,26,48,1,"Cheevers",30,4,74,35,41,42,1,89,27,0,66,75,75,3640,0,"CB",44,1,539,73,73,68,1,11,39,2020,544607599,41,36,38,29,43,22,1,12,0,99,0,51,90,62,91,25,58,1,68,778043405,74,12,15,34,37,1,29,19,36,1,79,31,181,0,0,79,"Dolphins"
78,23,69,55,33,0,8,3,2064,71,43,33,45,0,0,0,27,46,0,"Penn",50,0,0,0,0,3,1,0,0,0,1,760000,0,104,64,0,0,41,0,0,0,52,"O'Neal",2,0,76,1,77,6,"PLACEHOLDER",79,0,85,97,54,true,false,false,true,98,44,71,36,35,39,1,"Johns",40,0,34,44,25,24,1,73,32,0,55,64,64,3795,0,"RE",72,1,566,31,12,73,1,11,24,2019,544607625,31,29,32,44,36,31,1,8,1,99,0,44,67,35,70,39,82,0,77,778043405,54,24,34,22,12,0,19,27,37,1,79,34,298,0,0,22,"Dolphins"
76,22,71,56,25,1,31,10,1956,67,29,47,27,0,0,0,31,35,0,"Houston",50,0,0,0,0,4,1,1,0,0,1,570000,0,113,64,0,0,32,0,0,0,72,"Julius",1,0,72,1,78,56,"PLACEHOLDER",77,0,87,97,62,true,false,false,true,69,32,72,38,26,26,2,"Lockley",31,0,24,36,37,29,1,77,39,1,59,63,63,3468,0,"DT",70,1,573,29,12,77,1,11,27,2019,544607632,32,29,38,46,48,30,1,8,0,85,0,38,68,40,70,34,81,1,73,778043405,62,23,23,21,26,1,28,12,34,0,80,32,296,0,0,21,"Dolphins"
89,22,89,65,77,0,16,11,2033,47,39,73,60,0,0,0,78,66,0,"Notre Dame",50,0,0,0,0,2,0,0,0,0,1,790000,0,29,64,0,0,71,0,0,1,45,"Dexter",2,0,71,0,27,32,"PLACEHOLDER",45,0,84,97,57,true,false,false,true,22,75,87,37,34,86,2,"Williams",30,0,45,27,42,56,1,83,24,1,44,65,65,3817,0,"HB",40,1,603,36,12,28,1,11,60,2019,544607662,38,56,65,30,44,20,1,2,0,81,0,61,88,69,85,69,66,0,32,778043405,57,12,32,32,18,0,30,23,37,1,81,69,215,0,0,33,"Dolphins"
76,23,69,61,43,0,29,1,2005,34,24,46,44,440000,380000,240000,33,27,0,"Notre Dame",50,240000,4,2360000,4,2,0,0,0,0,0,0,0,15,7,0,0,30,4738,0,0,30,"Alex",2,0,78,0,47,49,"PLACEHOLDER",78,0,88,97,63,true,false,false,false,71,43,67,38,46,39,0,"Bars",77,16,47,69,72,71,1,82,30,0,41,68,68,4197,0,"RG",45,1,621,25,85,45,1,11,27,2020,544607680,29,44,33,75,74,76,1,4,0,99,0,29,65,33,85,46,86,0,45,778043405,63,37,29,31,37,0,25,29,47,0,80,48,315,0,0,24,"Dolphins"
92,23,89,62,73,0,29,10,1979,43,39,63,76,600000,410000,760000,73,77,0,"Ohio State",49,760000,4,2560000,4,4,0,0,0,0,0,0,0,14,4,0,0,73,6684,0,1,36,"Johnny",0,1,71,0,25,59,"PLACEHOLDER",51,0,88,97,66,true,false,false,false,85,80,82,24,30,64,0,"Dixon",38,0,35,46,35,60,1,90,44,1,29,67,67,3789,1,"WR",48,1,702,45,12,31,1,11,64,2020,544607760,67,68,75,48,39,51,1,6,2,96,0,77,92,77,93,71,64,0,29,778043405,66,28,14,37,20,0,19,19,30,0,80,63,198,1,0,39,"Dolphins"
88,22,84,53,66,1,14,11,2035,57,25,71,62,0,0,0,66,67,0,"Appalach. St.",50,0,0,0,0,2,0,0,0,0,1,740000,1,172,64,1,0,73,4004,0,1,59,"Jed",2,1,74,1,69,25,"PLACEHOLDER",57,0,93,97,62,true,false,false,true,34,76,83,45,34,66,1,"Thompson",48,0,66,47,36,48,1,82,48,1,53,63,63,3809,0,"SS",52,1,728,66,28,70,1,11,56,2019,544607785,40,32,47,24,38,51,1,8,3,99,1,64,86,68,95,67,69,1,68,778043405,62,26,32,19,11,0,33,20,37,1,82,61,200,0,0,67,"Dolphins"
80,27,63,53,21,0,24,2,1992,26,19,20,10,590000,590000,0,25,30,0,"Ohio State",52,0,2,1040000,1,4,0,0,0,0,0,0,0,1,64,0,0,20,10624,0,0,10,"Cameron",2,0,71,0,12,34,"Geelong",23,0,91,97,66,true,false,false,false,11,10,55,82,96,10,1,"Johnston",23,288,21,24,24,20,1,96,10,1,10,76,76,8608,0,"P",10,0,12823,10,12,18,1,0,12,2019,544604247,10,10,10,23,23,20,5,0,1,95,0,12,75,10,87,15,48,0,35,778043406,66,15,15,45,15,0,18,22,14,0,83,15,194,0,2,29,"Eagles"
90,26,93,89,86,0,24,5,1993,25,27,84,90,5630000,5000000,21210000,77,90,0,"USC",62,21210000,7,44300000,7,4,0,0,0,0,0,0,1,21,2,0,0,85,3326,1,1,10,"Nelson",2,0,72,1,15,8,"Tampa",40,0,90,97,85,true,false,false,false,13,88,87,31,41,80,1,"Agholor",20,750,18,10,10,24,1,88,10,1,24,87,87,6985,1,"WR",10,0,2442,10,48,26,0,11,82,2015,544604290,91,89,89,30,36,53,3,6,1,75,0,88,91,85,93,63,66,0,21,778043406,85,10,22,26,28,0,35,39,20,0,78,51,198,1,4,22,"Eagles"
84,23,73,82,41,0,25,6,1996,78,12,16,42,3100000,1220000,3760000,53,49,0,"Tennessee",60,7520000,4,5380000,2,4,1,0,0,0,0,0,1,15,2,0,0,26,218,0,0,71,"Derek",2,0,75,1,87,41,"Nashville",81,0,87,97,77,true,false,false,false,96,37,76,15,23,10,0,"Barnett",11,770,38,45,45,45,1,80,6,1,82,86,86,8475,0,"RE",90,0,12530,26,20,86,0,11,22,2017,544604410,13,17,24,45,45,45,2,8,1,98,0,46,76,28,78,46,89,0,84,778043406,77,6,6,19,6,0,6,28,15,0,84,38,259,0,2,51,"Eagles"
90,24,89,62,52,0,31,10,1994,72,12,34,54,400000,400000,0,55,59,0,"Illinois St.",52,0,2,930000,2,3,0,0,1,0,0,0,0,0,64,0,0,49,5574,0,0,61,"B.J.",2,0,74,1,68,12,"New Lenox",66,0,84,97,66,true,false,false,false,59,52,81,16,10,10,2,"Bello",16,0,53,45,45,45,1,81,6,1,62,66,66,9142,0,"LOLB",50,0,12986,46,12,73,0,11,15,2017,544604446,5,7,17,45,45,45,3,13,1,95,0,48,86,39,89,38,72,0,78,778043406,66,6,6,40,6,0,6,36,10,0,79,40,229,0,2,58,"Eagles"
87,29,83,80,45,1,4,9,1989,72,12,10,28,6500000,5500000,4000000,60,62,0,"Florida State",52,5000000,5,30000000,4,3,0,0,0,0,0,0,1,11,5,0,0,25,3465,0,0,61,"Nigel",2,0,74,1,83,8,"Crawfordville",85,0,96,97,69,true,false,false,false,53,43,89,20,20,10,1,"Bradham",25,1442,75,45,45,45,1,82,6,1,82,80,80,5064,0,"ROLB",52,0,11551,57,12,84,0,11,25,2012,544604526,6,10,20,45,45,45,3,8,1,95,0,25,86,33,94,35,72,1,80,778043406,69,6,6,25,6,0,6,25,14,0,87,36,241,0,7,79,"Eagles"
82,30,56,85,10,0,19,8,1989,30,12,5,10,5200000,2350000,5700000,30,35,1,"Miami Univ.",61,8550000,3,7220000,2,4,0,0,0,0,0,0,2,14,4,0,0,10,14976,0,0,10,"Brandon",2,0,77,1,25,48,"Milwaukee",85,0,87,97,86,true,false,false,false,79,10,82,20,22,10,1,"Brooks",73,1460,12,89,91,85,1,90,6,1,10,89,89,5713,0,"LT",10,0,11491,10,72,21,0,11,12,2012,544604555,5,5,10,87,84,85,15,2,1,99,0,12,70,10,81,10,96,0,40,778043406,86,6,6,35,6,0,6,9,13,0,78,30,335,0,7,12,"Eagles"
91,23,89,55,63,0,27,11,1995,43,15,55,50,460000,460000,0,64,61,0,"Penn State",53,0,2,1080000,2,2,0,0,0,0,0,0,0,9,7,0,0,66,5898,0,0,46,"Christian",2,0,73,1,70,0,"Phenix City",51,0,87,97,67,true,false,false,false,25,72,94,11,19,45,1,"Campbell",19,1,77,35,35,35,1,87,6,2,55,69,69,8834,0,"CB",36,0,13225,77,70,62,0,11,15,2019,544604639,5,10,15,35,35,35,6,8,1,97,0,61,87,61,92,38,53,1,62,778043406,67,6,6,30,6,0,6,28,13,0,84,25,194,0,1,70,"Eagles"
87,25,88,64,81,0,29,12,1993,44,22,69,84,650000,650000,0,73,84,0,"Michigan",52,0,2,1500000,2,4,0,0,0,0,0,0,0,33,5,0,0,67,4848,0,1,17,"Jehu",2,0,74,1,38,21,"Monrovia",55,0,88,97,67,true,false,false,false,16,76,91,15,19,60,1,"Chesson",35,0,23,27,29,48,1,87,6,1,18,67,67,8506,1,"WR",10,0,12670,15,12,49,0,11,64,2017,544604694,64,65,66,29,35,52,1,3,1,75,0,83,90,67,92,64,65,0,42,778043406,67,15,15,35,20,0,15,30,20,0,80,53,203,1,2,30,"Eagles"
